text,label
username tamang ba pwede si binay presidente pilipinas nanalo eleksyon ba binay,0
username pinagpalit muna si iboy binay ... cha,1
tupangina ha username binay kambal nya oh ha url,1
kwenta yung sagot binay,1
taga bauan daw si binay,0
elitist democracy chiz opposes pnoy roxas plan form unity vote duterte url username url,0
anong resulta rin presidente poe number,0
dko kinaya yung sunburn binay haha,1
username username po eta k chiz,1
kay binay naubos kaban bayan magnanakaw sinungaling yan si binay,1
online outrage ‘ binay country ’ tarpaulin scr url via cebu daily news,0
srsly boboto ba kay mar roxas,1
@ceso username well username endorses username roxas sad,1
si hayme ayaw binay kambal di tau makikita pag gabi lels otwol frustration vote james fpp kca url,0
ayaw kay binay tapos hehehe url,1
sotto says arrangement campaign w binay even part slate campaign w honasan via username,0
username nah go around asking people taxi jeepney drivers vendors secu guards nobody wants mar either duterte binay,0
mar roxas tarunga bisaya pls,0
dear mar roxas wag po natin gamitin number ps manalo election play fair,1
lalo yang di taga makati saling pusa issue di niyo naman magiging mayor si binay shut lang kayo,1
sobrang nakakairita yung nognog shitness binay parang nang de degrade,1
mar roxas leni robredo overwhelmingly win loyola grand villas lgv number registered voters ... url,0
funny roxas talks decency fact issue si duterte sinasawsawan,1
hutaena si binay hanap cto url,1
mar roxas puta,1
untv repaso number dismissed makati mayor binay sinampahan bagong plunder complaint office ombudsman 18_number 12_number 2015_number ny a1771,0
p noy asking binay unite lp candidate mar roxas got poetic thing heard week ... url,0
wag nyong batuhin bimpo si binay taga dm,0
badtrip tong ad binay eh nognog pandak laki hirap nako nako nako,1
grabehan dayaan mar roxas lupet mo brad vvvv wrong,1
bat ba ayaw talagang sagutin lul nakakainis si binay pili pinas debates number,1
philippine business conf expo presidential bets roxas binay santiago today p hvote url,0
nakakaulol si mar roxas stressshit,1
rt username yung nangingilid yung luha mo biglang ... binay binay,2
mmk spoken word,0
sorry prof agree binay nailed debate uwe presidential debate number,1
rt abscbn news cheapen presidency duterte tells poe camp halalan number url url,0
trillanes titigil pag uusig pamilya binay url via bombo radyo,0
magandang kadebte tong si binay mar mabubutasan mo kaagad,0
username perfect money laundering dummy binay nobody question bank accounts vote ph number halalan number,1
dati,2
number miriam,2
number duterte,2
number poe,2
,2
number miriam,2
number poe,2
number mar,2
youth miriam,2
mar poe,0
username first know alden already said offer mar roxas article misleading username,0
sigurado akong hinding iboboto si mar roxas number,0
binay ha,2
baileys debut album spotify,0
binay urges release p number b url via tempo,0
ara namn ad binay haaaay,1
non voter grabe feels tangina binay yabang mo kasi dami mo nanamang pinerahan,1
binay ruins skin shit,1
si binay knows pull heartstrings cake stuff ’ help think ’ lot times,0
mayor duterte dismayed poe citizenship ruling knows law duterte number,0
binay denies hand housing backlog number years yolanda url username vote ph number url,0
nabubwisit talaga commercial binay,1
mar roxas calls unity decency fans calling supporters dumb retards,1
halata namang pinupuntirya nyo kathniel si mar roxas ineendorso,0
let trend salute mar roxas let unite mar roxas leni robredo pres noynoy aquino democracy,0
grabe kayo kay binay vote maine fpp kca,0
parang tanga yung commercial binay nanay oo nga pandak nognog nakikita naman tao pang commercial,1
mararamdaman natin serbisyong binay maaasahan bagay,2
binay un asa samar,0
stop eating sweets binay yan tuloy tonsillitis :(,0
crush crush mo yes binay ha naka blue dark blue blue rin responsible mining,1
puro lang kay binay commercial haw start sng campaign haw,1
news binay seeks end vindictiveness url via manila standard,0
nahabol roxas tong number vote lead duterte aba puta,1
mang binay wala parin kayong karapatang husgahan nog nog hambog,1
username mean binay pala sorry hahaha,0
tsh binay tlga nkaka badvibes eb,2
aldub number th weeksary,1
bwiset ung commercial binay,1
tol wag mo kakalimutan iboto si mar roxas bukas username,0
bigla akong kinabahan kay roxas kasi kayang mahabol yung kay duterte jusko wag naman sana lord,1
round number goes mar roxas says liberal party url url,0
ombudsman clearly exceeded authority acted bad faith recommended charges vp binay atty quicho,0
baka pag gising bukas si mar roxas presidente ha nako po halalan number ha,1
username late ambitious american poe white haus username malacanang sigaw duterte mabuhay npa,1
binay spent php number tv ads,2
,0
username lilinawin po wala pong matutuluyan si jiro si willie binay po mananagot url,0
number darling buena siblings love,2
number mark villar,2
number junjun binay,2
number ombudsman,2
number everyday love number days go,2
number 9_number time pht,0
binay takes campaign laguna dismissed guv er ejercito url username url,0
yes kaines si binay,1
duterte pag asa bayan,2
santiago utak puhunan,2
poe kwentong pang magpakailaman,2
roxas puro kayabangan,2
binay,1
kingina heard second time heard correctly wtf binay wag mo idamay kagaguhan mo,1
tang ina mo mar roxas desperado kna ulul dayaangmatuwid,1
mar roxas mandadaya eh url,1
grabe duterte kay poe :( mangyayari duterte bongbong,0
presidentiable mar roxas offered number aldub campaign rejected hilo aldub ring url,1
kingama binay sineen mo lang message liquid mong fan ha username,0
rt username oily binay kanina di ba sya nagpowder man lang aircon naman dun,1
miting de avance mar roxas url,0
yung eksenang si binay pagdating sayo naman huli pang lang man lang second choice mo,0
ba naman mabubwisit pinoy maliwanag sikat araw corrupt si binay nangunguna rin survey inthenews,1
watch mar roxas username grilled cnn url remember yolanda remember haiyan yolanda ph haiyan neverforget,1
vp binay officially launch presidential bid poor community mandaluyong city wants kick campaign masses,0
duterte till end,2
abscbn switchto mar roxas number dutertecayetano du number,2
black propaganda,2
duterte url username,0
username tell also binay company,0
marcos supporters tell lot binay poe marcos trapo url,0
spotted earlier w vp binay karla estrada mom actor daniel padilla son appeared ads roxas p hvote url,0
tax daw pag presidente si binay palaka taon,1
sana po si grace poe mar roxas lang wag lang ph vote,0
apec number mag ingat po yung world leaders natin naia laglag bala charet mag ingat tsaka bs mar roxas ugh,1
haters gonna hate sign photo taken earlier afternoon ... roxas robredo still url,0
hoy roxas mag fusion kayo poe parang si vegetta goku di mo makukumbinsi wag iboto si du number shut lang,1
like feeling ...,2
mar roxas next mayor duterte omg halalan results,1
tama si duterte mar roxas weak leader last minute naghahanap kakampi matapos di umangat paninira ayaw dilaw,1
binay admits hurt poe ’ attacks cebu presidential debate url username url,0
laki bayad mar roxas binay puro commercial,1
favorite selfie ... president mar roxas roxas … url,0
post future ... nagpakamatay si mar roxas paglunok tsinelas natalo halalan number,0
rt username nognog nognog ... nakakapikon tong si binay puro kasinungalingan tv ad,1
really last resort roxas poe lame move takot lang kayong makulong coz know du number joking put jail,1
nation sc urged remove binay boy scouts president url via abs cbn news,0
rt username really happened alfred romualdez mar roxas yolanda url propinoy,0
epal liberal party vp binay grace poe alan cayetano al dub ring aldub wish mo username,1
poe papayagan mamuno palpak mar roxas,2
roxas poe,2
ayaw dilaw,2
youth miriam url,1
ppcrv presidential candidate results partial time p number duterte number 34_number 664_number number poe number 12_number 417_number number ... url,0
username binay,2
fight kamzo,0
intro pang kwenta ililipat laro san miguel declaration grace poe ha,1
simula number oras wala kmeng anti du number ads inere gma,2
abscbn worst station,1
puro si binay nakikita tl puta,1
corruption roxas robredo url,0
yung nanghipo sakin kanina bus papuntang sm north tangina ipapabaril kita kay duterte tangina mo gago,1
eh pg si binay puta ninakawan yung taga makati city boom,1
ca junks junjun binay petition vs number nd suspension order url url,0
nognog pandak laki hirap yan si binay haha itim … url,1
binay make badtrip much,1
hoping grace poe would concede gave way mar roxas switchto mar,0
nakaka inis yung sumisigaw binay leshe pili pinas debates number,1
pangulo si mar roxas ishare mo number tao within number mins magkakaron sobre wag kang ... url,0
ngaman nagboto di kay duterte roxas pta di kayo mapapansin duterte pwe sunod rin uso e,1
see right names,2
bina yaran,2
mar oxas maro cheater,2
po ereigner,2
,1
rt username daniel padilla interviews mar roxas tanong kabataan bayan url,0
username binay nag messange yung ...,0
open letter mar roxas ‘ give mar cheat ’ destroy country ’ manny pi ñol dear mar ... url,1
save philippines binay url,0
sinong presidente pwede sakin wag lang si mar roxas,0
grabe binay ... bise,1
puro libre lang sinabi binay,0
binay investing human capital break poverty,2
binay priority number ps,0
admire mam leni tired yellow control going w sir allan :),2
du number … url,0
show binay sees poor salaula ex friend claims politiko url,0
mission accomplished kasama stopped binay bobong dead tracks,2
leni,1
vp binay ... overseas employment becomes matter choice necessity via username,0
username username talk day ur binay bong wala eh wag maglokohan bias panig,0
hala maam tsura kuno si nancy binay,0
say duterte number times duterte 10x,2
say poe number times poe 5x,2
mar 3x binay 3x,2
iboboto mo,2
si miriam sagot,2
youth miriam,0
binay umiiwas isyu katiwalian – duterte,2
magiging miserable bansa si bise presidente jejomar binay ... url,0
pretty sure anyone voted binay bribed,2
like would,1
duterte pagbabago,2
du number,0
sana one day man lng mwla tv ung commercial mar binay,1
mar roxas jojo binay big difference url,0
anu roxas binay,0
grace poe talks easily solve problems country wins even fix citizenship issue bruh,1
need binay prepare cebu debate –una url url,0
grabe ung tiwala kay vp binay pnapakita nyang tatag paninira sknya binay makati san,0
arestuhin si binay ... diba resigned sya vp ... wala sya immunity ngaun pwede n sya arestuhin url,1
username papansin kau si binay,0
sagot kahirapan,2
binay makati san,2
vp binay,0
pinaka best si mar roxas magician naglaho yolanda funds parang bula siguro binili ... url,1
binay aquino years described period lost opportunity,2
username,2
p hvote,0
binay camp cries foul ‘ negative ’ tv ads url,0
username wala naman medyo prob vp wag lang si trillanes chiz yung nauna si poe binay hay,1
kairita talaga yung commercial mar roxas e kala mo naman talaga matuwid yung tinatahak daan leche,1
number country top number corrupt families marcos estrada binay lang trifecta bolahan ba tsk url,1
